IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Parallel,Syrian Arab Republic,Sayda,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,01/04/2024,14014.2857,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,01/04/2024,13957.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,01/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,01/04/2024,14107.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,01/04/2024,14107.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,01/04/2024,13957.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,01/04/2024,13957.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,01/04/2024,13800,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,01/04/2024,14014.2857,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,01/04/2024,14107.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,01/04/2024,14107.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,01/04/2024,13957.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,01/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,01/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,01/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,01/04/2024,14000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,08/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,08/04/2024,14750,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,08/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,08/04/2024,14492.8571,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,08/04/2024,14635.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,08/04/2024,14635.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,08/04/2024,14528.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,08/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,08/04/2024,14492.8571,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,08/04/2024,14492.8571,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,08/04/2024,14635.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,08/04/2024,14635.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,08/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,08/04/2024,14492.8571,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,08/04/2024,14528.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,08/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,08/04/2024,14528.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,08/04/2024,14228.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,08/04/2024,14492.8571,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,08/04/2024,14080.9524,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,08/04/2024,14200,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,08/04/2024,14266.6667,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,08/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,08/04/2024,14528.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,08/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,15/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,15/04/2024,14600,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,15/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,15/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,15/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,15/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,15/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,15/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,22/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,22/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,22/04/2024,14325,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,22/04/2024,15235.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,22/04/2024,15284.2105,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,22/04/2024,15284.2105,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,22/04/2024,15071.0526,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,22/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,22/04/2024,15284.2105,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,22/04/2024,15284.2105,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,22/04/2024,15071.0526,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,22/04/2024,15071.0526,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,22/04/2024,15235.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,22/04/2024,14500,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,22/04/2024,15235.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,22/04/2024,15071.0526,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,22/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,22/04/2024,14890.4762,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,22/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,22/04/2024,15235.7143,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,22/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,22/04/2024,15071.0526,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,22/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,29/04/2024,15136.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,29/04/2024,15138.8889,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,29/04/2024,14312.5,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,29/04/2024,14825,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,29/04/2024,15136.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,29/04/2024,15138.8889,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,29/04/2024,14275,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,29/04/2024,15138.8889,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,29/04/2024,15136.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,29/04/2024,15136.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,29/04/2024,15311.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,29/04/2024,15311.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,29/04/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,29/04/2024,15136.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,29/04/2024,15311.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,29/04/2024,15311.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,29/04/2024,15138.8889,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,29/04/2024,14875,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,29/04/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,29/04/2024,14900,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,29/04/2024,14300,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,29/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,29/04/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,29/04/2024,14811.1111,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,29/04/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,06/05/2024,14928.5714,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,06/05/2024,14985.7143,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,06/05/2024,14928.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,06/05/2024,14928.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,06/05/2024,14928.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,06/05/2024,14928.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,06/05/2024,14300,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,06/05/2024,14821.4286,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Rural Safita,SYP,06/05/2024,14807.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,06/05/2024,14700,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,06/05/2024,14978.5714,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,06/05/2024,14985.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,06/05/2024,14985.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,06/05/2024,14985.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,06/05/2024,14807.1429,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,06/05/2024,15250,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,06/05/2024,15250,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,06/05/2024,14821.4286,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,06/05/2024,15135.7143,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,06/05/2024,14800,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,06/05/2024,15000,WFP Syria CO
Parallel,Syrian Arab Republic,Sarmada,SYP,06/05/2024,14350,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,06/05/2024,14821.4286,WFP Syria CO
